LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL
92391050142018080811325999420750,TRESSILLIAN BUILDING,Lewisham Southwark College,Lewisham Way,SE4 1UT,913975490002,98,72,78,D,640,213,0,University Campus,2018-05-31,E09000023,E14000789,Greater London Authority,2018-08-08,University Campus,Natural Gas,,,,9495.43,115,232,123,85,0,0,347,388,174,188,0,0,Yes,,2,1,Heating and Natural Ventilation,S4;,"TRESSILLIAN BUILDING, Lewisham Southwark College, Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2018-06-01,2018-05-31,2018-08-08 11:32:59,Extended Occupancy
11956692052009021310202601900751,,Kilmorie Primary School,Kilmorie Road,SE23 2SP,716321250000,200,,,G,94,116,,Schools and seasonal public buildings,2008-10-01,E09000023,E14000788,Greater London Authority,2009-02-13,Schools and seasonal public buildings,Natural Gas,,NONE,NONE,2155,280,140,80,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"Kilmorie Primary School, Kilmorie Road",Lewisham,Lewisham West and Penge,LONDON,2008-10-01,2008-07-31,2009-02-13 10:20:26,
11117787032013040317201303000596,,Raymont Hall,57-63 Wickham Road,SE4 1LX,863354560000,73,77,,C,105,189,0,University Campus,2013-01-30,E09000023,E14000789,Greater London Authority,2013-04-03,University Campus,Natural Gas,,,,3641,268,257,52,110,0,0,108,,208,,0,,No,,,4,Heating and Natural Ventilation,S4;,"Raymont Hall, 57-63 Wickham Road",Lewisham,"Lewisham, Deptford",LONDON,2012-10-30,2012-07-31,2013-04-03 17:20:13,Extended Occupancy
3726960032020091111070099000628,,John Stainer School,Mantle Road,SE4 2DY,684963260000,90,92,90,D,103,32,0,Schools And Seasonal Public Buildings,2020-09-11,E09000023,E14000789,Greater London Authority,2020-09-11,Schools And Seasonal Public Buildings,Natural Gas,,,,3102,54,137,61,40,0,0,104,99,36,35,0,0,Yes,,2,5,Heating and Natural Ventilation,S3;,"John Stainer School, Mantle Road",Lewisham,"Lewisham, Deptford",LONDON,2020-01-31,2019-12-31,2020-09-11 11:07:00,Standard Occupancy
12942730022020011610554084990640,,Sydenham Girls School,Dartmouth Road,SE26 4RD,483930470000,130,131,145,F,330,234,16,Schools And Seasonal Public Buildings,2020-01-16,E09000023,E14000788,Greater London Authority,2020-01-16,Schools And Seasonal Public Buildings,Natural Gas,,,,9042,134,135,66,40,0,4.8,340,401,240,231,16,18,Yes,,2,4,Mixed-mode with Mechanical Ventilation,S3;,"Sydenham Girls School, Dartmouth Road",Lewisham,Lewisham West and Penge,LONDON,2019-11-30,2019-09-03,2020-01-16 10:55:40,Standard Occupancy
8920010022009012117055714910640,,St. Margaret's Lee C of E Primary School,Lee Church Street,SE13 5SG,414614490000,118,,,E,25,50,,Information not provided,2008-09-16,E09000023,E14000787,Greater London Authority,2009-01-21,Schools and seasonal public buildings,Natural Gas,,Not applicable,Not applicable,1307,199,140,35,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"St. Margaret's Lee C of E Primary School, Lee Church Street",Lewisham,Lewisham East,LONDON,2008-09-01,2008-09-16,2009-01-21 17:05:57,
8885970922016111714420861990640,,Eliot Bank Primary School,Thorpewood Avenue,SE26 4BU,461477170000,90,81,79,D,68,45,0,Schools And Seasonal Public Buildings,2016-11-16,E09000023,E14000788,Greater London Authority,2016-11-17,Schools And Seasonal Public Buildings,Natural Gas,,,,2378,98,139,52,47,0,0,67,64,37,34,0,0,Yes,,2,1,Heating and Natural Ventilation,S3;,"Eliot Bank Primary School, Thorpewood Avenue",Lewisham,Lewisham West and Penge,LONDON,2016-10-13,2016-09-30,2016-11-17 14:42:08,Extended Occupancy
27960660022017032909541186970640,,Forster Park Primary School,Boundfield Road,SE6 1PQ,485469690000,78,66,94,D,105,80,0,Schools And Seasonal Public Buildings,2017-03-16,E09000023,E14000787,Greater London Authority,2017-03-29,Schools And Seasonal Public Buildings,Natural Gas,,Not applicable,Not applicable,4985.16,83,130,38,40,0,0,105,131,56,65,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Forster Park Primary School, Boundfield Road",Lewisham,Lewisham East,LONDON,2016-12-30,2016-11-01,2017-03-29 09:54:11,Standard Occupancy
7063098052009012116521609900643,,Baring Primary School,Linchmere Road,SE12 0NB,632789240000,106,,,E,35,34,,Information not provided,2008-10-01,E09000023,E14000787,Greater London Authority,2009-01-21,Schools and seasonal public buildings,Natural Gas,,Not applicable,Not applicable,1316,133,140,48,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"Baring Primary School, Linchmere Road",Lewisham,Lewisham East,LONDON,2008-10-01,2008-10-01,2009-01-21 16:52:16,
40365250022014072909103683930650,,9-19 Rushey Green,,SE6 4AZ,584855320000,90,94,83,D,128,67,0,General Office,2014-07-16,E09000023,E14000787,Greater London Authority,2014-07-29,General Office,Oil,,,,2881,87,116,81,95,0,0,138,141,65,33,0,0,No,,,4,Heating and Mechanical Ventilation,C1;,9-19 Rushey Green,Lewisham,Lewisham East,LONDON,2014-05-20,2014-02-20,2014-07-29 09:10:36,Standard Occupancy
54738790062016092112135704910650,,Metropolitan Police Service,333 Bromley Road,SE6 2RP,507295450000,75,83,94,C,138,98,0,Emergency Services,2016-09-16,E09000023,E14000787,Greater London Authority,2016-09-21,Emergency Services,Natural Gas,,,,2984,170,343,84,70,0,0,162,188,106,109,0,0,Yes,124,,1,Air Conditioning,S9;,"Metropolitan Police Service, 333 Bromley Road",Lewisham,Lewisham East,LONDON,2016-10-01,2016-07-31,2016-09-21 12:13:57,Standard Occupancy
34919710642014043018595001300240,,St. William of York School,Brockley Park,SE23 1PS,566381300000,76,115,118,D,21,29,0,Schools And Seasonal Public Buildings,2014-04-29,E09000023,E14000789,Greater London Authority,2014-04-30,Schools And Seasonal Public Buildings,Natural Gas,,,,1341,113,144,29,40,0,0,37,59,41,17,0,0,No,,,4,Heating and Natural Ventilation,S3;,"St. William of York School, Brockley Park",Lewisham,"Lewisham, Deptford",LONDON,2014-05-10,2014-03-01,2014-04-30 18:59:50,Standard Occupancy
6742900602017052310154690300240,,Adamsrill Primary School,Adamsrill Road,SE26 4AQ,667510390000,123,119,,E,116,53,0,Schools And Seasonal Public Buildings,2017-04-20,E09000023,E14000788,Greater London Authority,2017-05-23,Schools And Seasonal Public Buildings,Natural Gas,,N/A,None,2869,94,131,73,40,0,0,64,,49,,0,,No,,,4,Heating and Natural Ventilation,S3;,"Adamsrill Primary School, Adamsrill Road",Lewisham,Lewisham West and Penge,LONDON,2016-12-09,2016-09-09,2017-05-23 10:15:46,Standard Occupancy
9397080062019100416552025010250,,Myatt Garden Primary School,Rokeby Road,SE4 1DF,526088590000,101,117,114,E,63,54,0,Schools And Seasonal Public Buildings,2016-09-02,E09000023,E14000789,Greater London Authority,2019-10-04,Schools And Seasonal Public Buildings,Natural Gas,,,,2423,115,135,47,40,0,0,80,68,59,65,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Myatt Garden Primary School, Rokeby Road",Lewisham,"Lewisham, Deptford",LONDON,2019-08-30,2019-07-19,2019-10-04 16:55:20,Standard Occupancy
54842610922016111216185438990253,LLOYDS BUILDING (BLOCK E),Edmund Waller School,Waller Road,SE14 5LY,539212810003,83,99,97,D,20,28,0,Schools And Seasonal Public Buildings,2016-11-12,E09000023,E14000789,Greater London Authority,2016-11-12,Schools And Seasonal Public Buildings,Natural Gas,,,,1212,117,130,30,40,0,4,26,22,33,33,0,0,No,,,4,Heating and Natural Ventilation,S3;,"LLOYDS BUILDING (BLOCK E), Edmund Waller School, Waller Road",Lewisham,"Lewisham, Deptford",LONDON,2016-10-27,2016-10-18,2016-11-12 16:18:54,Standard Occupancy
27655260962013120312295601020260,,Dalmain Primary School,Grove Close,SE23 1AS,600261120000,94,89,86,D,47,56,0,Schools And Seasonal Public Buildings,2013-12-02,E09000023,E14000789,Greater London Authority,2013-12-03,Schools And Seasonal Public Buildings,Natural Gas,,,,2107,136,155,41,40,0,0,40,40,52,52,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Dalmain Primary School, Grove Close",Lewisham,"Lewisham, Deptford",LONDON,2013-11-28,2013-09-30,2013-12-03 12:29:56,Standard Occupancy
10054951032019122319005377900492,,Haseltine Primary School,Haseltine Road,SE26 5AD,526747920000,87,101,70,D,94,49,0,Schools And Seasonal Public Buildings,2019-12-23,E09000023,E14000788,Greater London Authority,2019-12-23,Schools And Seasonal Public Buildings,Natural Gas,,,,3419.63,74,135,50,40,0,0,97,97,73,18,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Haseltine Primary School, Haseltine Road",Lewisham,Lewisham West and Penge,LONDON,2019-10-30,2019-08-01,2019-12-23 19:00:53,Standard Occupancy
29720650962013062315284189900510,,Deptford Park Primary School,Evelyn Street,SE8 5RJ,184652960000,159,87,85,G,243,83,0,Schools And Seasonal Public Buildings,2012-10-15,E09000023,E14000789,Greater London Authority,2013-06-23,Schools And Seasonal Public Buildings,Natural Gas,,,,4169,103,140,106,40,0,0,91,89,90,93,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Deptford Park Primary School, Evelyn Street",Lewisham,"Lewisham, Deptford",LONDON,2012-12-31,2012-10-31,2013-06-23 15:28:41,Standard Occupancy
13604580022012010511421670090510,,Conisborough College,Bellingham Road,SE6 2PS,176785050000,93,112,,D,357,156,0,Schools And Seasonal Public Buildings,2012-01-05,E09000023,E14000787,Greater London Authority,2012-01-05,Schools And Seasonal Public Buildings,Natural Gas,,,,10880,83,147,60,40,0.2,0,360,,253,,0,,Yes,,2,5,Heating and Mechanical Ventilation,S3;,"Conisborough College, Bellingham Road",Lewisham,Lewisham East,LONDON,2011-05-31,2011-04-30,2012-01-05 11:42:16,Standard Occupancy
33244060022010033010074192070527,FOB,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220007,123,,,E,168,111,0,Hospital - Clinical And Research; Storage Facility,2010-03-05,E09000023,E14000789,Greater London Authority,2010-03-30,Hospital - Clinical And Research,Natural Gas,,Not applicable,Not applicable,2121,270,336,144,77,0,0,,,,,,,Yes,,2,5,Air Conditioning,S6; W4;,"FOB, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2010-03-30,2010-01-01,2010-03-30 10:07:41,
33244060022019061916215692060527,FOB,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220007,107,93,75,E,223,115,0,Hospital - Clinical And Research,2019-06-05,E09000023,E14000789,Greater London Authority,2019-06-19,Hospital - Clinical And Research,Natural Gas,,,,2600.32,229,370,156,90,0,0,196,142,107,106,0,0,Yes,,2,3,Heating and Natural Ventilation,S6;,"FOB, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2019-03-31,2019-03-31,2019-06-19 16:21:56,Standard Occupancy
11259309712009121623463002900543,,Granville Park Centre,48 Granville Park,SE13 7DX,537292740000,53,59,,C,45,20,,Schools and seasonal public buildings,2009-10-30,E09000023,E14000787,Greater London Authority,2009-12-16,Schools and seasonal public buildings,Natural Gas,,,,1700,60,185,48,65,0,0,75,,23,,,,Yes,,1,4,Heating and Natural Ventilation,S3;,"Granville Park Centre, 48 Granville Park",Lewisham,Lewisham East,LONDON,2009-10-23,2009-09-23,2009-12-16 23:46:30,
29909810922012110114413351000550,,Royal Mail,"Catford Delivery Office, 94 Bromley Road",SE6 2UT,554215190000,163,138,139,G,91,72,0,General Office; Restaurant; Storage Facility; Workshop,2012-10-05,E09000023,E14000787,Greater London Authority,2012-11-01,Workshop,Natural Gas,,,,1423,260,204,116,56,0,0,36,35,86,110,0,0,No,,,4,Heating and Natural Ventilation,C1; H1; W4; W3;,"Royal Mail, Catford Delivery Office, 94 Bromley Road",Lewisham,Lewisham East,LONDON,2012-11-05,2012-09-30,2012-11-01 14:41:33,Extended Occupancy
2049539252011032610243503900576,,Community Health South London N H S Trust,"Honor Oak Health Centre 20-21, Turnham Road",SE4 2LA,564793470000,79,9999,90,D,58,37,0,Clinic,2009-10-27,E09000023,E14000789,Greater London Authority,2011-03-26,Clinic,Natural Gas,,,,1441,133,209,74,78,0,0,0,62,0,35,0,0,No,,,4,Heating and Natural Ventilation,S5;,"Community Health South London N H S Trust, Honor Oak Health Centre 20-21, Turnham Road",Lewisham,"Lewisham, Deptford",LONDON,2010-10-01,2010-10-01,2011-03-26 10:24:35,Extended Occupancy
30132440062014070723021583060580,,Royal Mail,"Lewisham Delivery Office, 32 Engate Street",SE13 7HG,882542350000,116,104,96,E,44,31,0,Covered Car Park; General Office; Restaurant; Storage Facility; Workshop,2014-06-05,E09000023,E14000789,Greater London Authority,2014-07-07,Workshop,Natural Gas,,,,1514,105,118,53,36,0,0,46,44,36,21,0,0,No,,,4,Heating and Natural Ventilation,S1; C1; H1; W4; W3;,"Royal Mail, Lewisham Delivery Office, 32 Engate Street",Lewisham,"Lewisham, Deptford",LONDON,2014-06-12,2014-04-30,2014-07-07 23:02:15,Standard Occupancy
44501510062018052515592917250580,,Torridon Infant School,Hazelbank Road,SE6 1TG,817114730000,96,98,,D,39,22,0,Schools And Seasonal Public Buildings,2018-05-25,E09000023,E14000787,Greater London Authority,2018-05-25,Schools And Seasonal Public Buildings,Natural Gas,,,,1347.44,85,132,53,40,0,0,40,,25,,0,,Yes,,2,5,Heating and Natural Ventilation,S3;,"Torridon Infant School, Hazelbank Road",Lewisham,Lewisham East,LONDON,2018-04-18,2018-02-01,2018-05-25 15:59:29,Standard Occupancy
7067778032018121318192028900692,,Lewisham Fire Station,249-259 Lewisham High Street,SE13 6NH,720863360000,50,48,49,B,65,66,40,Emergency Services; General Office,2018-10-12,E09000023,E14000789,Greater London Authority,2018-12-13,Emergency Services,Natural Gas,,,,2624.2,129,297,45,77,19.9,23.6,58,51,64,72,19,27,No,,,4,Heating and Natural Ventilation,S9; C1;,"Lewisham Fire Station, 249-259 Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2019-02-01,2018-11-01,2018-12-13 18:19:20,Standard Occupancy
7067777032013060416530978000692,,Lewisham Fire Station,249-259 Lewisham High Street,SE13 6NH,720863360000,59,62,66,C,82,74,0,Emergency Services; General Office,2013-05-13,E09000023,E14000789,Greater London Authority,2013-06-04,Emergency Services,Natural Gas,,,,2624,146,300,57,77,0,0,95,74,59,109,0,0,No,,,5,Heating and Natural Ventilation,S9; C1;,"Lewisham Fire Station, 249-259 Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2013-02-01,2013-01-03,2013-06-04 16:53:09,Standard Occupancy
128951463032018011112575037000692,,Hatcham Temple Grove Free School,Pepys Road,SE14 5SE,627764070000,71,,,C,34,11,0,Schools And Seasonal Public Buildings,2017-02-17,E09000023,E14000789,Greater London Authority,2018-01-11,Schools And Seasonal Public Buildings,Natural Gas,,,,1323.8,45,136,47,40,0,0,,,,,,,Yes,,1,4,Heating and Natural Ventilation,S3;,"Hatcham Temple Grove Free School, Pepys Road",Lewisham,"Lewisham, Deptford",LONDON,2017-12-30,2017-10-01,2018-01-11 12:57:50,Standard Occupancy
515082032012112116085887900696,,The Horniman Museum & Gardens,100 London Road,SE23 3PQ,860762760000,185,185,169,G,616,151,0,Cultural Activities; Restaurant,2012-10-18,E09000023,E14000788,Greater London Authority,2012-11-21,Cultural Activities,Natural Gas,,,,5525,142,187,203,70,0,0,637,654,154,73,0,0,Yes,,2,5,Heating and Mechanical Ventilation,H4; H1;,"The Horniman Museum & Gardens, 100 London Road",Lewisham,Lewisham West and Penge,LONDON,2012-10-31,2012-08-02,2012-11-21 16:08:58,Standard Occupancy
12855112032012080310185279000698,,John Ball Primary School,Southvale Road,SE3 0TP,187963500000,110,62,72,E,48,58,0,Schools And Seasonal Public Buildings,2012-08-03,E09000023,E14000787,Greater London Authority,2012-08-03,Schools And Seasonal Public Buildings,Natural Gas,,,,1983,150,137,44,40,0,0,37,28,24,44,0,0,No,,,4,Heating and Natural Ventilation,S3;,"John Ball Primary School, Southvale Road",Lewisham,Lewisham East,LONDON,2012-08-31,2012-06-11,2012-08-03 10:18:52,Standard Occupancy
3726960032012012110512519900698,,John Stainer School,Mantle Road,SE4 2DY,684963260000,67,75,,C,18,41,0,Schools And Seasonal Public Buildings,2010-11-09,E09000023,E14000789,Greater London Authority,2012-01-21,Schools And Seasonal Public Buildings,Natural Gas,,,,1762.43,120,143,19,40,0,0,21,,46,,0,,Yes,,1,1,Heating and Natural Ventilation,S3;,"John Stainer School, Mantle Road",Lewisham,"Lewisham, Deptford",LONDON,2012-01-21,2011-11-01,2012-01-21 10:51:25,Standard Occupancy
3726960032010120818311389900698,,John Stainer School,Mantle Road,SE4 2DY,684963260000,75,,,C,21,46,0,Schools And Seasonal Public Buildings,2010-11-08,E09000023,E14000789,Greater London Authority,2010-12-08,Schools And Seasonal Public Buildings,Natural Gas,,,,1762.43,136,150,22,40,0,0,,,,,,,Yes,,1,1,Heating and Natural Ventilation,S3;,"John Stainer School, Mantle Road",Lewisham,"Lewisham, Deptford",LONDON,2010-12-08,2010-10-31,2010-12-08 18:31:13,Standard Occupancy
33244121832019061916232359000699,FOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220008,107,93,58,E,141,73,0,Hospital - Clinical And Research,2019-06-05,E09000023,E14000789,Greater London Authority,2019-06-19,Hospital - Clinical And Research,Natural Gas,,,,1647.84,229,370,156,90,0,0,124,52,68,67,0,0,No,,,4,Heating and Natural Ventilation,S6;,"FOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2019-03-31,2019-03-31,2019-06-19 16:23:23,Standard Occupancy
33245020732010033010295759000699,BOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220017,104,,,E,85,57,0,Hospital - Clinical And Research,2010-03-05,E09000023,E14000789,Greater London Authority,2010-03-30,Hospital - Clinical And Research,Natural Gas,,Not applicable,Not applicable,1078,270,396,144,90,0,0,,,,,,,Yes,,2,5,Air Conditioning,S6;,"BOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2010-03-30,2010-01-01,2010-03-30 10:29:57,
33243622332012080911592079000699,DOB,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220003,58,,,C,57,31,0,Laboratory Or Operating Theatre,2012-08-03,E09000023,E14000789,Greater London Authority,2012-08-09,Laboratory Or Operating Theatre,Natural Gas,,,,1448,109,83,72,160,0,0,,,,,,,No,,,4,Heating and Mechanical Ventilation,S10;,"DOB, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2012-04-01,2012-03-31,2012-08-09 11:59:20,Standard Occupancy
33243726432016021512191119000699,DOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220004,106,105,140,E,71,38,0,General Office,2016-01-09,E09000023,E14000789,Greater London Authority,2016-02-15,General Office,Natural Gas,,,,1398.4,140,108,92,95,0,0,86,123,61,87,0,0,No,,,4,Heating and Natural Ventilation,C1;,"DOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2015-03-31,2015-03-31,2016-02-15 12:19:11,Standard Occupancy
33244223932017022410230449000699,FOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220009,84,107,140,D,392,319,0,Hospital - Clinical And Research,2017-01-24,E09000023,E14000789,Greater London Authority,2017-02-24,Hospital - Clinical And Research,Natural Gas,,,,7006.43,234,364,102,90,0,0,612,770,423,544,0,0,No,,,4,Heating and Mechanical Ventilation,S6;,"FOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2016-03-31,2016-03-01,2017-02-24 10:23:04,Standard Occupancy
33244423132017022410262149000699,JOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220011,141,133,181,F,105,84,0,General Office,2017-01-24,E09000023,E14000789,Greater London Authority,2017-02-24,General Office,Natural Gas,,,,1849.15,234,104,103,95,0,0,117,146,63,101,0,0,No,,,4,Heating and Natural Ventilation,C1;,"JOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2016-03-31,2016-03-01,2017-02-24 10:26:21,Standard Occupancy
109702726332016021512590259000699,TOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220023,132,,,F,47,25,0,Clinic,2016-01-25,E09000023,E14000789,Greater London Authority,2016-02-15,Clinic,Natural Gas,,,,750,175,180,115,70,0,0,,,,,,,Yes,,2,5,Air Conditioning,S5;,"TOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2015-03-31,2015-03-31,2016-02-15 12:59:02,Standard Occupancy
33243727432013052419403399000699,DOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220004,140,,,F,123,87,0,Hospital - Clinical And Research,2013-03-31,E09000023,E14000789,Greater London Authority,2013-05-24,Hospital - Clinical And Research,Natural Gas,,,,1118.72,400,433,200,90,0,0,,,,,,,Yes,,2,5,Heating and Natural Ventilation,S6;,"DOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2013-03-31,2013-04-01,2013-05-24 19:40:33,Standard Occupancy
33244229932011061514550729000699,FOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220009,131,,,F,761,472,0,Hospital - Clinical And Research; Storage Facility; General Office; Clinic,2011-05-12,E09000023,E14000789,Greater London Authority,2011-06-15,Hospital - Clinical And Research,Natural Gas,,,,8313,293,343,167,85,0,0,,,,,,,No,,,4,Heating and Mechanical Ventilation,S6; W4; C1; S5;,"FOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2011-04-01,2011-01-31,2011-06-15 14:55:07,Standard Occupancy
