PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
SHORT,9619450142009020413400879209000,11,SP14,Consider with experts implementation of an energy efficient equipment procurement regime that will upgrade existing equipment and renew in a planned cost-effective programme.,LOW
SHORT,27655210002009121720075224109020,1,SP14,Consider with experts implementation of an energy efficient equipment procurement regime that will upgrade existing equipment and renew in a planned cost-effective programme.,LOW
OTHER,27655210002009121720075224109020,1,None,"Where white boards are used in classroom consider implementation of a programme to ensure they are switched off during long periods such as breaktimes, lunch & overnight.",LOW
LONG,27655210002009121720075224109020,1,AE3,Consider installing building mounted solar water heating.,HIGH
MEDIUM,27655210002009121720075224109020,1,BF10,Consider introducing/improving wall insulation (internal lining) to solid single skin structures.,MEDIUM
OTHER,27655210002009121720075224109020,2,None,Consider implementing a programme to upgrade remaining T12 lighting with T8 this can be done a fail replace basis.,LOW
LONG,27655210002009121720075224109020,2,AE9,Consider a Combined Heating and Power (CHP) system as an alternative to conventional boilers.,HIGH
MEDIUM,27655210002009121720075224109020,2,BF4,Consider fitting secondary glazing and/or under glaze sky lights where appropriate.,MEDIUM
SHORT,27655210002009121720075224109020,2,CON23,"Consider fitting zone controls to reduce over and under heating where structure, orientation, occupation or emitters have different characteristics.",HIGH
MEDIUM,27655210002009121720075224109020,3,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,MEDIUM
LONG,27655210002009121720075224109020,3,X5,Engage experts to review overall heating strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,HIGH
SHORT,27655210002009121720075224109020,3,CON20,"Consider introducing variable speed drives (VSD) for fans, pumps and compressors.",MEDIUM
OTHER,27655210002009121720075224109020,3,None,Consider insulating hot water pipe work in the school. This will lead to less heat loss and a greater efficiency of the hot water systems.,MEDIUM
MEDIUM,27655210002009121720075224109020,4,BF9,Consider introducing/improving cavity wall insulation.,MEDIUM
LONG,27655210002009121720075224109020,4,AE2,Consider installing wind turbine(s) within the curtilage of the site.,HIGH
OTHER,27655210002009121720075224109020,4,None,Log onto the Carbon Trust Website for free publications on saving money and reducing carbon emissions. http@//www.carbonrust.co.uk,MEDIUM
SHORT,27655210002009121720075224109020,4,BF1,Consider introducing or improving loft insulation.,MEDIUM
LONG,27655210002009121720075224109020,5,AE4,Consider installing building mounted photovoltaic electricity generating panels.,HIGH
MEDIUM,27655210002009121720075224109020,5,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,MEDIUM
OTHER,27655210002009121720075224109020,5,None,Ensure property has in place a building services log book TM31.,LOW
SHORT,27655210002009121720075224109020,5,HS17,If stratification occurs consider re-circulating the air during heating.,LOW
OTHER,27655210002009121720075224109020,6,None,Consider connecting PIR sensors to some of the lights to automatically switches lights on and off.,MEDIUM
SHORT,27655210002009121720075224109020,6,BF6,"Consider how building fabric airtightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys etc.",MEDIUM
SHORT,27655210002009121720075224109020,7,HW20,Consider fitting 24hour/7day time controls onto electric HWS cylinders.,LOW
OTHER,27655210002009121720075224109020,7,None,"Currently the kitchen uses gas to heat the kitchen and also hot water usage from the schools gas meter, consider metering this and charging the catering company for all gas and electricity they use.",MEDIUM
SHORT,27655210002009121720075224109020,8,BF7,Consider adjusting existing or installing new automatic external door closers or adopting revolving door solutions.,LOW
SHORT,27655210002009121720075224109020,9,CA23,"Ensure catering equipment such as large ovens and dishwashers are utilised at maximum capacity, and/or install smaller capacity appliances to increase operational flexibility.",MEDIUM
SHORT,27655210002009121720075224109020,10,X27,"Consider with chefs and kitchen managers implementing an energy efficiency plan including maintenance and servicing provisions and operational targets, monitoring and incentives.",MEDIUM
SHORT,27655210002009121720075224109020,11,X20,Consider a programme of fitting energy meters to kitchen facilities as part of the service and maintenance regime.,LOW
SHORT,27655210002009121720075224109020,12,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,LOW
SHORT,27655210002009121720075224109020,13,SP24,Enable power save settings and power down management on computers and associated equipment.,LOW
SHORT,27655210002009121720075224109020,14,X12,Clean windows and roof lights to maximise daylight entering building and reduce the need for artificial lighting.,LOW
SHORT,27655210002009121720075224109020,15,X24,Boiler plant should be regularly tested and adjusted by experts for operating efficiency.,HIGH
MEDIUM,6742900602009021017174294309290,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,MEDIUM
SHORT,6742900602009021017174294309290,1,OM15,"It is recommended that energy management techniques are be introduced.  These could include efforts to gain building users commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",MEDIUM
OTHER,6742900602009021017174294309290,1,None,"Consider Empowering some of the children and making them, Environmental Champions. In their appointment they be asked to reduce wasted energy e.g. to turn off lights which are left on, inform the members of staff to turn radiators before opening windows to cool the room etc.",HIGH
LONG,6742900602009021017174294309290,1,BF2,Consider introducing or improving insulation of flat roofs.,MEDIUM
LONG,6742900602009021017174294309290,2,AE9,Consider a Combined Heating and Power (CHP) system as an alternative to conventional boilers.,HIGH
OTHER,6742900602009021017174294309290,2,None,Consider connecting PIR sensors to some of the lights to automatically switches lights on and off.,MEDIUM
MEDIUM,6742900602009021017174294309290,2,BF5,Consider applying reflective coating to windows and/or fit shading devices to reduce unwanted solar gain.,LOW
SHORT,6742900602009021017174294309290,2,BF1,Consider introducing or improving loft insulation.,LOW
MEDIUM,6742900602009021017174294309290,3,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
OTHER,6742900602009021017174294309290,3,None,Consider retro fitting TRVs to existing heating system to increase efficiency where TRVs do not exist.,MEDIUM
LONG,6742900602009021017174294309290,3,AE3,Consider installing building mounted solar water heating.,MEDIUM
SHORT,6742900602009021017174294309290,3,CON2,Engage experts to review the HVAC control systems settings and propose alterations and/or upgrades and adjust to suit current occupancy patterns.,MEDIUM
OTHER,6742900602009021017174294309290,4,None,Consider insulating all hot water pipe work in the school. This will lead to less heat loss and a greater efficiency of the hot water systems.,MEDIUM
