PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
medium,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,8,EPC-H6,Add local temperature control to the heating system.,MEDIUM
medium,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,9,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
medium,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,10,EPC-H5,Add local time control to heating system.,LOW
medium,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,11,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
medium,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,12,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,13,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,14,EPC-R5,Consider installing an air source heat pump.,HIGH
long,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,15,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,16,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,097546eea9c2ee077c85e7413cafbfe56db9f428da9f0357f9967041753894ad,17,EPC-R3,Consider installing solar water heating.,LOW
short,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
medium,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
medium,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,7,EPC-H5,Add local time control to heating system.,LOW
long,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,8,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,132e3be197857c9099589e0b8d6e5ffcad9db7ecf418d781d7d34d989cbe4f34,9,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
short,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
medium,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,5,EPC-H2,Add time control to heating system.,LOW
long,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,6,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,7,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,8,EPC-R3,Consider installing solar water heating.,LOW
long,25d8be7510f1d9b063949638777dc6d5ad882294da28522f11c15523d3d8425a,9,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
other,0fb7823b8936e27e2be8767703a6dd270a7a3dcdf3db7a54548b8f816f121fff,1,EPC-R5,Consider installing an air source heat pump.,HIGH
other,0fb7823b8936e27e2be8767703a6dd270a7a3dcdf3db7a54548b8f816f121fff,2,EPC-R3,Consider installing solar water heating.,HIGH
other,0fb7823b8936e27e2be8767703a6dd270a7a3dcdf3db7a54548b8f816f121fff,3,EPC-R4,Consider installing PV.,HIGH
other,0d0b57b7855eaf3efbf804ebe6fa9c0b9fe622635556b81c00dd73eef1930159,1,EPC-R5,Consider installing an air source heat pump.,HIGH
other,0d0b57b7855eaf3efbf804ebe6fa9c0b9fe622635556b81c00dd73eef1930159,2,EPC-R3,Consider installing solar water heating.,HIGH
other,0d0b57b7855eaf3efbf804ebe6fa9c0b9fe622635556b81c00dd73eef1930159,3,EPC-R4,Consider installing PV.,HIGH
medium,4364f9c93a96637a1f56d4eadec5664ead8e1fe2256f4b8cd0ec61db0afc903b,1,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
short,71f26432bb8e52f3b4387a8745a6ae3f21cec7780d4b4762050cbf42d3e3cab7,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,71f26432bb8e52f3b4387a8745a6ae3f21cec7780d4b4762050cbf42d3e3cab7,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
long,71f26432bb8e52f3b4387a8745a6ae3f21cec7780d4b4762050cbf42d3e3cab7,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,71f26432bb8e52f3b4387a8745a6ae3f21cec7780d4b4762050cbf42d3e3cab7,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,71f26432bb8e52f3b4387a8745a6ae3f21cec7780d4b4762050cbf42d3e3cab7,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,71f26432bb8e52f3b4387a8745a6ae3f21cec7780d4b4762050cbf42d3e3cab7,6,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,71f26432bb8e52f3b4387a8745a6ae3f21cec7780d4b4762050cbf42d3e3cab7,7,EPC-R3,Consider installing solar water heating.,LOW
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,4,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,5,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,7,EPC-H6,Add local temperature control to the heating system.,MEDIUM
short,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,8,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
medium,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,9,EPC-H5,Add local time control to heating system.,LOW
medium,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,10,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
medium,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,11,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
medium,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,12,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
medium,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,13,EPC-R5,Consider installing an air source heat pump.,HIGH
medium,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,14,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,15,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,16,EPC-R3,Consider installing solar water heating.,LOW
long,a707bb38c0979501967db23d86d6b7b44e6de814ad64ae96234ea176f0f805f8,17,EPC-R4,Consider installing PV.,LOW
short,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
medium,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
medium,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,5,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,6,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,7,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,8,EPC-R5,Consider installing an air source heat pump.,HIGH
long,c953c231252dfc58d552348274e6e75113adb2847348076ee758913b61e76960,9,EPC-R1,Consider installing a ground source heat pump.,HIGH
short,d51e928257f9f39f5075ae8880c88fb2073aba0e41ea19eea96e278231a1615b,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,d51e928257f9f39f5075ae8880c88fb2073aba0e41ea19eea96e278231a1615b,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,d51e928257f9f39f5075ae8880c88fb2073aba0e41ea19eea96e278231a1615b,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,d51e928257f9f39f5075ae8880c88fb2073aba0e41ea19eea96e278231a1615b,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,d51e928257f9f39f5075ae8880c88fb2073aba0e41ea19eea96e278231a1615b,5,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,d51e928257f9f39f5075ae8880c88fb2073aba0e41ea19eea96e278231a1615b,6,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
short,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
short,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
short,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,4,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,7,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,8,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,f3fe5b7fdeab9a26a398f44e5ba39afaaa434dc1f7e8a20ac2ca8e7f470fb98d,9,EPC-R5,Consider installing an air source heat pump.,HIGH
long,56311733e4ca413afa9ec2aa297a9c218c7693244e6da33ccec1ee94bde6a636,1,EPC-R4,Consider installing PV.,LOW
short,672b308ed0bfb73030610819002e17ea137c9d7357168bf07bf837f028bc9e47,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,672b308ed0bfb73030610819002e17ea137c9d7357168bf07bf837f028bc9e47,2,EPC-H2,Add time control to heating system.,LOW
long,672b308ed0bfb73030610819002e17ea137c9d7357168bf07bf837f028bc9e47,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,672b308ed0bfb73030610819002e17ea137c9d7357168bf07bf837f028bc9e47,4,EPC-R3,Consider installing solar water heating.,LOW
long,672b308ed0bfb73030610819002e17ea137c9d7357168bf07bf837f028bc9e47,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,672b308ed0bfb73030610819002e17ea137c9d7357168bf07bf837f028bc9e47,6,EPC-W1,Install more efficient water heater.,MEDIUM
short,f0d377fdf5e9aaac1737831fcae42cdf5fb09b3eb6fbdca8657dca644a7d3cc8,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,f0d377fdf5e9aaac1737831fcae42cdf5fb09b3eb6fbdca8657dca644a7d3cc8,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,f0d377fdf5e9aaac1737831fcae42cdf5fb09b3eb6fbdca8657dca644a7d3cc8,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,f0d377fdf5e9aaac1737831fcae42cdf5fb09b3eb6fbdca8657dca644a7d3cc8,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,f0d377fdf5e9aaac1737831fcae42cdf5fb09b3eb6fbdca8657dca644a7d3cc8,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
long,f0d377fdf5e9aaac1737831fcae42cdf5fb09b3eb6fbdca8657dca644a7d3cc8,6,EPC-R5,Consider installing an air source heat pump.,HIGH
other,f0d377fdf5e9aaac1737831fcae42cdf5fb09b3eb6fbdca8657dca644a7d3cc8,7,USER,"Consider installing PIR or Occupancy Sensors in areas with intermittent and transient occupation, such as the toilets, tea making and corridor areas.",MEDIUM
short,fcd5a5fa995c8852a7334f8145b42b972e5bfb68f54f810d64236de25b1a40d9,1,EPC-L1,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,HIGH
medium,fcd5a5fa995c8852a7334f8145b42b972e5bfb68f54f810d64236de25b1a40d9,2,EPC-H2,Add time control to heating system.,LOW
long,fcd5a5fa995c8852a7334f8145b42b972e5bfb68f54f810d64236de25b1a40d9,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,fcd5a5fa995c8852a7334f8145b42b972e5bfb68f54f810d64236de25b1a40d9,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,fcd5a5fa995c8852a7334f8145b42b972e5bfb68f54f810d64236de25b1a40d9,5,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,fcd5a5fa995c8852a7334f8145b42b972e5bfb68f54f810d64236de25b1a40d9,6,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,fcd5a5fa995c8852a7334f8145b42b972e5bfb68f54f810d64236de25b1a40d9,7,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
