"date","geography","geography code","Rural Urban","Cars: All categories: Car or van availability; measures: Value","Cars: No cars or vans in household; measures: Value","Cars: 1 car or van in household; measures: Value","Cars: 2 cars or vans in household; measures: Value","Cars: 3 cars or vans in household; measures: Value","Cars: 4 or more cars or vans in household; measures: Value","Cars: sum of all cars or vans in the area; measures: Value"
"2011","E00018009","E00018009","Total",124,81,36,5,1,1,59
"2011","E00018262","E00018262","Total",116,56,49,10,1,0,72
"2011","E00018282","E00018282","Total",101,47,41,12,1,0,68
"2011","E00018283","E00018283","Total",89,40,35,12,2,0,65
"2011","E00018284","E00018284","Total",72,25,33,12,2,0,63
"2011","E00018286","E00018286","Total",106,41,43,20,2,0,89
"2011","E00018263","E00018263","Total",147,73,52,21,0,1,98
"2011","E00018285","E00018285","Total",88,27,41,14,4,2,89
"2011","E00175041","E00175041","Total",140,57,61,16,6,0,111
"2011","E00175075","E00175075","Total",45,11,23,8,1,2,50
"2011","E00018287","E00018287","Total",133,70,46,15,1,1,83
"2011","E00018288","E00018288","Total",105,39,45,19,2,0,89
"2011","E00018291","E00018291","Total",106,31,54,16,2,3,104
"2011","E00018294","E00018294","Total",88,45,35,7,1,0,52
"2011","E00018267","E00018267","Total",82,25,39,17,1,0,76
"2011","E00018289","E00018289","Total",91,31,45,13,2,0,77
"2011","E00018293","E00018293","Total",116,37,51,24,4,0,111
"2011","E00018295","E00018295","Total",131,60,60,8,2,1,86
"2011","E00018264","E00018264","Total",137,90,43,3,1,0,52
"2011","E00018269","E00018269","Total",121,53,56,12,0,0,80
"2011","E00018290","E00018290","Total",121,59,44,16,2,0,82
"2011","E00018292","E00018292","Total",102,68,27,5,0,2,53
"2011","E00017944","E00017944","Total",145,74,54,12,3,2,95
"2011","E00017969","E00017969","Total",102,35,54,11,1,1,83
"2011","E00017971","E00017971","Total",173,91,65,10,5,2,109
"2011","E00017976","E00017976","Total",124,72,44,5,3,0,63
"2011","E00018130","E00018130","Total",110,60,41,7,2,0,61
"2011","E00018131","E00018131","Total",110,57,41,9,2,1,69
"2011","E00018133","E00018133","Total",142,75,55,9,3,0,82
"2011","E00018134","E00018134","Total",72,30,32,7,3,0,55
"2011","E00018135","E00018135","Total",143,92,32,15,3,1,75
"2011","E00018132","E00018132","Total",68,35,24,8,0,1,44
"2011","E00018136","E00018136","Total",136,53,59,16,7,1,116
"2011","E00018137","E00018137","Total",134,54,66,12,1,1,97
"2011","E00018138","E00018138","Total",137,73,45,13,6,0,89
"2011","E00018297","E00018297","Total",118,23,64,20,10,1,138
"2011","E00018298","E00018298","Total",110,46,50,12,2,0,80
"2011","E00018300","E00018300","Total",113,55,43,13,2,0,75
"2011","E00018325","E00018325","Total",120,58,44,17,1,0,81
"2011","E00018328","E00018328","Total",150,82,51,13,4,0,89
"2011","E00018036","E00018036","Total",106,45,47,14,0,0,75
"2011","E00018037","E00018037","Total",146,58,66,21,1,0,111
"2011","E00018038","E00018038","Total",120,53,44,20,3,0,93
"2011","E00018040","E00018040","Total",107,51,32,18,6,0,86
"2011","E00018041","E00018041","Total",115,59,41,12,2,1,75
"2011","E00018016","E00018016","Total",111,55,39,16,1,0,74
"2011","E00018033","E00018033","Total",127,93,25,6,3,0,46
"2011","E00018034","E00018034","Total",108,42,47,15,3,1,90
"2011","E00018039","E00018039","Total",163,94,53,14,1,1,88
"2011","E00018023","E00018023","Total",137,50,63,23,1,0,112
"2011","E00018026","E00018026","Total",124,63,49,10,1,1,76
"2011","E00018028","E00018028","Total",150,80,50,16,4,0,94
"2011","E00018029","E00018029","Total",131,61,49,16,3,2,98
"2011","E00018015","E00018015","Total",128,60,44,16,3,5,106
"2011","E00018027","E00018027","Total",132,97,30,2,1,2,45
"2011","E00018030","E00018030","Total",153,75,62,10,5,1,102
"2011","E00018031","E00018031","Total",142,64,61,11,6,0,101
"2011","E00018032","E00018032","Total",158,84,56,17,1,0,93
"2011","E00018035","E00018035","Total",85,46,30,6,1,2,54
"2011","E00017825","E00017825","Total",127,88,30,5,4,0,52
"2011","E00017826","E00017826","Total",149,95,47,6,0,1,63
"2011","E00017827","E00017827","Total",190,125,57,6,2,0,75
"2011","E00017830","E00017830","Total",117,63,37,16,1,0,72
"2011","E00017804","E00017804","Total",154,66,62,22,4,0,118
"2011","E00017805","E00017805","Total",149,107,33,7,2,0,53
"2011","E00017828","E00017828","Total",146,76,60,8,0,2,84
"2011","E00174997","E00174997","Total",124,62,54,5,3,0,73
"2011","E00174998","E00174998","Total",50,34,13,2,1,0,20
"2011","E00017798","E00017798","Total",137,72,50,12,2,1,86
"2011","E00017799","E00017799","Total",129,76,46,7,0,0,60
"2011","E00017801","E00017801","Total",133,83,42,8,0,0,58
"2011","E00017829","E00017829","Total",151,74,67,9,0,1,89
"2011","E00017806","E00017806","Total",114,52,47,15,0,0,77
"2011","E00017814","E00017814","Total",143,87,38,16,2,0,76
"2011","E00017818","E00017818","Total",112,51,48,9,3,1,79
"2011","E00174996","E00174996","Total",87,42,32,9,4,0,62
"2011","E00175047","E00175047","Total",63,31,25,5,2,0,41
"2011","E00017811","E00017811","Total",107,35,54,13,3,2,98
"2011","E00017812","E00017812","Total",116,71,38,5,2,0,54
"2011","E00017816","E00017816","Total",159,86,51,16,6,0,101
"2011","E00175004","E00175004","Total",114,45,49,16,4,0,93
"2011","E00175048","E00175048","Total",54,33,17,3,1,0,26
"2011","E00017644","E00017644","Total",121,73,30,13,5,0,71
"2011","E00017645","E00017645","Total",131,83,40,6,1,1,59
"2011","E00017650","E00017650","Total",156,93,57,6,0,0,69
"2011","E00017673","E00017673","Total",122,69,49,3,0,1,59
"2011","E00017674","E00017674","Total",139,95,37,6,0,1,53
"2011","E00017648","E00017648","Total",136,73,56,7,0,0,70
"2011","E00017665","E00017665","Total",118,81,30,7,0,0,44
"2011","E00017667","E00017667","Total",163,83,61,15,3,1,105
"2011","E00017670","E00017670","Total",103,66,31,5,1,0,44
"2011","E00017646","E00017646","Total",106,56,33,16,1,0,68
"2011","E00017647","E00017647","Total",127,55,54,15,3,0,93
"2011","E00017663","E00017663","Total",92,53,33,4,0,2,49
"2011","E00017664","E00017664","Total",94,58,31,5,0,0,41
"2011","E00017672","E00017672","Total",120,68,40,12,0,0,64
"2011","E00017802","E00017802","Total",151,85,48,15,3,0,87
"2011","E00017808","E00017808","Total",146,74,61,8,2,1,87
"2011","E00017810","E00017810","Total",144,80,52,10,2,0,78
"2011","E00175002","E00175002","Total",99,58,36,4,1,0,47
"2011","E00175005","E00175005","Total",58,34,22,2,0,0,26
"2011","E00018296","E00018296","Total",121,69,41,10,1,0,64
"2011","E00018318","E00018318","Total",115,66,44,5,0,0,54
"2011","E00018320","E00018320","Total",118,54,52,10,2,0,78
"2011","E00018322","E00018322","Total",92,54,36,0,1,1,45
"2011","E00018323","E00018323","Total",106,66,31,7,2,0,51
"2011","E00018324","E00018324","Total",175,121,48,5,1,0,61
"2011","E00018314","E00018314","Total",132,85,41,5,1,0,54
"2011","E00018315","E00018315","Total",138,69,61,7,1,0,78
"2011","E00018316","E00018316","Total",172,84,72,13,3,0,107
"2011","E00018317","E00018317","Total",183,95,73,12,3,0,106
"2011","E00018321","E00018321","Total",124,62,45,15,1,1,82
"2011","E00018302","E00018302","Total",103,49,41,11,2,0,69
"2011","E00018305","E00018305","Total",121,89,29,3,0,0,35
"2011","E00018309","E00018309","Total",136,81,39,12,4,0,75
"2011","E00018311","E00018311","Total",118,80,37,1,0,0,39
"2011","E00018312","E00018312","Total",107,73,32,2,0,0,36
"2011","E00018319","E00018319","Total",100,58,36,4,2,0,50
"2011","E00018306","E00018306","Total",119,52,48,11,7,1,95
"2011","E00018329","E00018329","Total",127,71,51,4,1,0,62
"2011","E00018330","E00018330","Total",134,66,55,13,0,0,81
"2011","E00018331","E00018331","Total",127,62,55,7,3,0,78
"2011","E00018333","E00018333","Total",95,51,39,4,1,0,50
"2011","E00018299","E00018299","Total",141,89,43,9,0,0,61
"2011","E00018301","E00018301","Total",203,126,70,6,1,0,85
"2011","E00018326","E00018326","Total",116,76,29,10,0,1,56
"2011","E00018327","E00018327","Total",116,70,39,5,1,1,56
"2011","E00018336","E00018336","Total",126,70,50,6,0,0,62
"2011","E00018121","E00018121","Total",195,117,71,5,2,0,87
"2011","E00018139","E00018139","Total",107,66,39,2,0,0,43
"2011","E00018140","E00018140","Total",118,71,44,2,1,0,51
"2011","E00018141","E00018141","Total",125,69,44,10,2,0,70
"2011","E00018143","E00018143","Total",113,66,42,5,0,0,52
"2011","E00018124","E00018124","Total",143,88,45,10,0,0,65
"2011","E00018126","E00018126","Total",187,96,81,8,2,0,103
"2011","E00018145","E00018145","Total",126,73,41,7,4,1,71
"2011","E00018148","E00018148","Total",113,73,39,1,0,0,41
"2011","E00018149","E00018149","Total",121,80,34,6,0,1,50
"2011","E00018304","E00018304","Total",158,103,45,9,1,0,66
"2011","E00018307","E00018307","Total",148,95,44,8,0,1,64
"2011","E00018308","E00018308","Total",151,100,46,5,0,0,56
"2011","E00018310","E00018310","Total",142,76,53,10,2,1,88
"2011","E00018313","E00018313","Total",132,96,29,6,1,0,44
"2011","E00018303","E00018303","Total",175,88,73,11,2,1,106
"2011","E00018332","E00018332","Total",130,66,46,16,1,1,100
"2011","E00018334","E00018334","Total",145,77,56,7,5,0,85
"2011","E00018335","E00018335","Total",143,78,57,5,1,2,90
"2011","E00017649","E00017649","Total",178,109,55,12,2,0,85
"2011","E00017666","E00017666","Total",84,63,18,2,1,0,25
"2011","E00017668","E00017668","Total",110,97,10,3,0,0,16
"2011","E00017669","E00017669","Total",126,81,35,7,3,0,58
"2011","E00017671","E00017671","Total",139,72,51,16,0,0,83
"2011","E00018123","E00018123","Total",106,51,40,9,4,2,78
"2011","E00018142","E00018142","Total",76,43,24,9,0,0,42
"2011","E00018147","E00018147","Total",92,51,37,3,1,0,46
"2011","E00018151","E00018151","Total",131,63,58,9,1,0,79
"2011","E00018153","E00018153","Total",150,72,65,12,1,0,92
"2011","E00018122","E00018122","Total",124,74,43,7,0,0,57
"2011","E00018125","E00018125","Total",151,87,49,13,2,0,81
"2011","E00018144","E00018144","Total",80,50,22,8,0,0,38
"2011","E00018146","E00018146","Total",133,77,39,13,1,3,80
"2011","E00018168","E00018168","Total",117,64,43,8,2,0,65
"2011","E00018169","E00018169","Total",142,82,44,15,1,0,77
"2011","E00018171","E00018171","Total",120,73,36,11,0,0,58
"2011","E00018173","E00018173","Total",149,95,45,6,3,0,66
"2011","E00018176","E00018176","Total",147,89,44,11,2,1,76
"2011","E00017858","E00017858","Total",122,42,65,13,2,0,97
"2011","E00017862","E00017862","Total",119,59,43,14,2,1,81
"2011","E00017872","E00017872","Total",83,46,27,8,1,1,50
"2011","E00017876","E00017876","Total",81,31,43,6,1,0,58
"2011","E00017877","E00017877","Total",88,53,26,6,2,1,49
"2011","E00017878","E00017878","Total",55,32,18,5,0,0,28
"2011","E00017863","E00017863","Total",139,72,54,10,3,0,83
"2011","E00017865","E00017865","Total",108,45,51,10,2,0,77
"2011","E00174971","E00174971","Total",115,64,36,13,2,0,68
"2011","E00174972","E00174972","Total",116,52,59,3,1,1,72
"2011","E00174973","E00174973","Total",120,44,59,10,6,1,101
"2011","E00018273","E00018273","Total",105,45,53,6,1,0,68
"2011","E00018274","E00018274","Total",144,59,59,21,4,1,119
"2011","E00018275","E00018275","Total",79,33,34,10,2,0,60
"2011","E00018276","E00018276","Total",114,51,50,12,1,0,77
"2011","E00018268","E00018268","Total",63,24,30,7,2,0,50
"2011","E00018270","E00018270","Total",79,43,31,5,0,0,41
"2011","E00018271","E00018271","Total",63,44,15,4,0,0,23
"2011","E00018272","E00018272","Total",121,50,51,17,3,0,94
"2011","E00018278","E00018278","Total",170,102,56,10,1,1,83
"2011","E00018277","E00018277","Total",130,61,52,15,2,0,88
"2011","E00018279","E00018279","Total",106,50,44,10,2,0,70
"2011","E00175007","E00175007","Total",135,62,57,15,1,0,90
"2011","E00175008","E00175008","Total",119,56,52,10,1,0,75
"2011","E00017803","E00017803","Total",161,85,62,14,0,0,90
"2011","E00017807","E00017807","Total",147,88,52,3,1,3,82
"2011","E00017817","E00017817","Total",128,68,51,9,0,0,69
"2011","E00017819","E00017819","Total",90,48,38,4,0,0,46
"2011","E00017820","E00017820","Total",143,56,63,20,3,1,116
"2011","E00017821","E00017821","Total",129,50,55,19,4,1,109
"2011","E00017822","E00017822","Total",145,66,65,10,4,0,97
"2011","E00017823","E00017823","Total",163,50,80,29,4,0,150
"2011","E00017824","E00017824","Total",133,46,60,20,6,1,123
"2011","E00017866","E00017866","Total",107,44,44,17,2,0,84
"2011","E00017875","E00017875","Total",165,71,75,17,2,0,115
"2011","E00017879","E00017879","Total",110,57,47,6,0,0,59
"2011","E00017880","E00017880","Total",154,57,75,20,2,0,121
"2011","E00017881","E00017881","Total",61,27,30,3,1,0,39
"2011","E00017883","E00017883","Total",71,27,34,6,2,2,60
"2011","E00017860","E00017860","Total",122,42,65,14,1,0,96
"2011","E00017861","E00017861","Total",126,69,43,12,1,1,76
"2011","E00017873","E00017873","Total",102,52,45,5,0,0,55
"2011","E00017874","E00017874","Total",97,62,30,5,0,0,40
"2011","E00175038","E00175038","Total",113,52,49,11,1,0,74
"2011","E00175062","E00175062","Total",108,47,56,5,0,0,66
"2011","E00018280","E00018280","Total",95,41,44,5,5,0,69
"2011","E00175009","E00175009","Total",128,66,44,13,5,0,85
"2011","E00175010","E00175010","Total",133,66,54,12,1,0,81
"2011","E00175011","E00175011","Total",137,67,51,16,2,1,93
"2011","E00017652","E00017652","Total",161,55,74,27,4,1,144
"2011","E00017678","E00017678","Total",127,61,56,6,4,0,80
"2011","E00017679","E00017679","Total",145,70,66,8,1,0,85
"2011","E00017680","E00017680","Total",103,56,33,10,3,1,68
"2011","E00017651","E00017651","Total",163,116,36,8,3,0,61
"2011","E00017654","E00017654","Total",120,36,62,19,3,0,109
"2011","E00017675","E00017675","Total",190,108,61,18,3,0,106
"2011","E00017676","E00017676","Total",159,95,50,13,0,1,80
"2011","E00017677","E00017677","Total",100,53,36,11,0,0,58
"2011","E00017655","E00017655","Total",111,61,38,11,1,0,63
"2011","E00017657","E00017657","Total",123,48,61,13,0,1,91
"2011","E00017660","E00017660","Total",157,51,74,27,5,0,143
"2011","E00175049","E00175049","Total",130,57,59,11,2,1,92
"2011","E00175050","E00175050","Total",124,53,60,9,2,0,84
"2011","E00017656","E00017656","Total",132,47,66,18,1,0,105
"2011","E00017658","E00017658","Total",113,29,57,23,3,1,116
"2011","E00017659","E00017659","Total",131,40,67,20,2,2,122
"2011","E00017661","E00017661","Total",126,44,61,20,0,1,107
"2011","E00017662","E00017662","Total",148,50,73,22,3,0,126
"2011","E00018119","E00018119","Total",120,62,41,15,2,0,77
"2011","E00018120","E00018120","Total",161,83,59,16,3,0,100
"2011","E00018152","E00018152","Total",81,41,29,8,3,0,54
"2011","E00018156","E00018156","Total",76,36,30,10,0,0,50
"2011","E00018157","E00018157","Total",102,55,38,7,1,1,59
"2011","E00018117","E00018117","Total",123,70,44,8,0,1,64
"2011","E00018118","E00018118","Total",110,78,24,5,2,1,47
"2011","E00018155","E00018155","Total",84,48,29,6,1,0,44
"2011","E00175032","E00175032","Total",72,64,6,1,1,0,11
"2011","E00175071","E00175071","Total",112,74,37,0,1,0,40
"2011","E00175076","E00175076","Total",80,32,41,7,0,0,55
"2011","E00018182","E00018182","Total",152,75,58,18,0,1,98
"2011","E00018184","E00018184","Total",156,79,63,9,1,4,102
"2011","E00018189","E00018189","Total",122,54,49,16,2,1,91
"2011","E00018193","E00018193","Total",175,86,65,18,4,2,121
"2011","E00018159","E00018159","Total",130,81,45,3,1,0,54
"2011","E00018160","E00018160","Total",115,64,39,9,2,1,72
"2011","E00018175","E00018175","Total",135,92,36,6,1,0,51
"2011","E00018177","E00018177","Total",180,94,73,10,1,2,104
"2011","E00017685","E00017685","Total",133,80,45,5,0,3,72
"2011","E00017687","E00017687","Total",77,35,37,4,1,0,48
"2011","E00017718","E00017718","Total",131,94,35,2,0,0,39
"2011","E00017720","E00017720","Total",133,86,45,2,0,0,49
"2011","E00017721","E00017721","Total",117,67,42,7,0,1,67
"2011","E00017686","E00017686","Total",138,96,37,5,0,0,47
"2011","E00017690","E00017690","Total",111,69,41,1,0,0,43
"2011","E00017693","E00017693","Total",160,85,58,16,1,0,93
"2011","E00017694","E00017694","Total",126,74,39,9,4,0,69
"2011","E00017719","E00017719","Total",139,75,51,12,1,0,78
"2011","E00017691","E00017691","Total",144,62,66,13,2,1,102
"2011","E00017697","E00017697","Total",130,56,55,17,2,0,95
"2011","E00017698","E00017698","Total",186,98,72,12,3,1,109
"2011","E00017699","E00017699","Total",113,51,51,8,1,2,82
"2011","E00017701","E00017701","Total",159,96,52,8,3,0,77
"2011","E00018127","E00018127","Total",163,103,51,7,1,1,72
"2011","E00018129","E00018129","Total",175,73,93,9,0,0,111
"2011","E00018150","E00018150","Total",95,47,44,3,1,0,53
"2011","E00018154","E00018154","Total",126,75,44,7,0,0,58
"2011","E00018163","E00018163","Total",103,43,48,10,1,1,75
"2011","E00018191","E00018191","Total",145,89,43,10,3,0,72
"2011","E00018192","E00018192","Total",179,75,80,22,1,1,131
"2011","E00018194","E00018194","Total",142,85,53,3,1,0,62
"2011","E00018195","E00018195","Total",136,63,56,15,1,1,93
"2011","E00018178","E00018178","Total",159,73,74,7,5,0,103
"2011","E00018179","E00018179","Total",111,37,58,13,3,0,93
"2011","E00018181","E00018181","Total",108,52,47,6,2,1,69
"2011","E00018188","E00018188","Total",120,54,50,11,5,0,87
"2011","E00018190","E00018190","Total",126,63,58,5,0,0,68
"2011","E00018161","E00018161","Total",160,101,49,9,1,0,70
"2011","E00018162","E00018162","Total",139,90,42,5,2,0,58
"2011","E00018170","E00018170","Total",108,47,53,7,1,0,70
"2011","E00018172","E00018172","Total",180,134,40,6,0,0,52
"2011","E00018174","E00018174","Total",137,63,59,12,3,0,92
"2011","E00018180","E00018180","Total",185,98,79,8,0,0,95
"2011","E00018183","E00018183","Total",176,78,81,15,1,1,118
"2011","E00018185","E00018185","Total",149,60,73,13,2,1,109
"2011","E00018186","E00018186","Total",110,47,54,8,1,0,73
"2011","E00018187","E00018187","Total",94,52,32,10,0,0,52
"2011","E00017867","E00017867","Total",109,61,41,5,1,1,58
"2011","E00017882","E00017882","Total",132,78,49,4,1,0,60
"2011","E00017884","E00017884","Total",127,62,51,12,0,2,85
"2011","E00017885","E00017885","Total",69,21,36,9,2,1,64
"2011","E00017887","E00017887","Total",111,56,40,14,0,1,76
"2011","E00017889","E00017889","Total",104,41,48,12,3,0,81
"2011","E00017886","E00017886","Total",129,78,45,6,0,0,57
"2011","E00174995","E00174995","Total",85,38,37,7,3,0,60
"2011","E00175006","E00175006","Total",121,46,51,19,4,1,105
"2011","E00175012","E00175012","Total",68,24,33,8,1,2,60
"2011","E00175013","E00175013","Total",41,16,18,3,2,2,38
"2011","E00175014","E00175014","Total",110,33,58,17,1,1,99
"2011","E00175055","E00175055","Total",127,49,60,13,5,0,101
"2011","E00017870","E00017870","Total",111,44,54,11,1,1,83
"2011","E00017871","E00017871","Total",148,68,61,16,2,1,103
"2011","E00017888","E00017888","Total",95,41,44,9,1,0,65
"2011","E00017890","E00017890","Total",122,72,42,5,3,0,61
"2011","E00017893","E00017893","Total",119,56,49,11,1,2,82
"2011","E00017891","E00017891","Total",108,41,53,12,2,0,83
"2011","E00017892","E00017892","Total",122,41,65,15,1,0,98
"2011","E00017894","E00017894","Total",82,28,43,9,2,0,67
"2011","E00017895","E00017895","Total",85,25,37,18,5,0,88
"2011","E00017896","E00017896","Total",76,21,37,13,5,0,78
"2011","E00017897","E00017897","Total",97,40,45,9,2,1,73
"2011","E00017688","E00017688","Total",118,86,26,4,2,0,40
"2011","E00017689","E00017689","Total",143,91,35,15,2,0,71
"2011","E00017692","E00017692","Total",150,81,60,8,1,0,79
"2011","E00017695","E00017695","Total",136,89,39,5,3,0,58
"2011","E00017696","E00017696","Total",123,83,33,5,1,1,52
"2011","E00017702","E00017702","Total",192,123,55,12,1,1,88
